ds,yhat,yhat_lower,yhat_upper
2024-05-21,5.212041455248314,5.082965254360678,5.339331315618498
2024-05-22,5.214221082671514,5.0897592769941875,5.3479656921839425
2024-05-23,5.212976370859509,5.089230393091502,5.348617785838101
2024-05-24,5.216780550058115,5.098294495032873,5.339751860024885
2024-05-27,5.228772054483312,5.091250856355388,5.348348938905602
2024-05-28,5.228431366630053,5.107177592964692,5.351984573862201
2024-05-29,5.230051850251584,5.105914868836558,5.360824243753222
2024-05-31,5.231420352155079,5.116457980814193,5.365065501037236
2024-06-03,5.242090381790348,5.112020168103547,5.360183510079317
2024-06-04,5.241604053100074,5.1193837295127205,5.383882690570198
2024-06-05,5.243290693647193,5.113233606580755,5.36971196706711
2024-06-06,5.241758772411023,5.111681526087284,5.361209527782107
2024-06-07,5.245549974869895,5.1171845772038065,5.372098996606803
2024-06-10,5.259747497155932,5.128707255014755,5.391357693790796
2024-06-11,5.261049081004456,5.141072544833245,5.377048363263371
2024-06-12,5.263364333218634,5.141264961966948,5.390530178864229
2024-06-13,5.262738005928798,5.142005313707054,5.38540199768058
2024-06-14,5.267686568483456,5.1521379443577215,5.387988005683904
2024-06-17,5.286521732506218,5.168897766023014,5.402590907423876
2024-06-18,5.289617962332669,5.16481535971365,5.409190020921638
2024-06-19,5.295228016374741,5.17189534132469,5.421954885109871
2024-06-20,5.297892341287284,5.168140015672875,5.423309201160558
2024-06-21,5.306077270966472,5.1811621930781016,5.4377971789530735
2024-06-24,5.333816290772661,5.217852462350365,5.460935438214662
2024-06-25,5.339467043686155,5.21014699562813,5.478857159754597
2024-06-26,5.347363102121745,5.22224326400639,5.467702241783002
2024-06-27,5.352015842508541,5.222190596202975,5.485439321179151
2024-06-28,5.361868632754613,5.235565413464634,5.485297826319103
2024-07-01,5.392555090586924,5.26593422145932,5.527416178525534
2024-07-02,5.398491038397469,5.2675773961895285,5.522339464891378
2024-07-03,5.406333123693832,5.273990053004292,5.528675078308649
2024-07-04,5.410606771243286,5.2895375374096805,5.537537704981396
2024-07-05,5.419774130488516,5.289822484820431,5.53838057702966
2024-07-08,5.4468090565041605,5.319434913132848,5.57689078006791
2024-07-09,5.451089483611004,5.323252493521157,5.5823242087605225
2024-07-10,5.457106802278604,5.318534781831079,5.583291402706124
2024-07-11,5.459416569200868,5.330430761482702,5.5943772106584975
2024-07-12,5.466510106969001,5.336443686022217,5.5954681203368475
